obj_id,subj,trial,syll,series,max_f0,min_f0,duration,condition
126_28,126,28,ma~S,75,95.55357027211757,88.66575613112647,410.0000000000001,negsub
113_28,113,28,pER,5,289.89586697076993,229.91708442738445,112.3399485603435,negsub
113_28,113,28,sOn,15,267.8476076245002,237.98539918149146,230.93371218313393,negsub
113_28,113,28,n@,25,240.6264205125738,214.23372222014484,99.99999999999997,negsub
113_28,113,28,fE,35,248.10225529063584,209.0603676241698,139.99999999999997,negsub
113_28,113,28,sa,45,223.07503075461943,210.7487795902184,170.00000000000003,negsub
113_28,113,28,l@,55,210.7487795902184,199.5380301429418,60.00000000000006,negsub
113_28,113,28,di,65,214.98627218309048,198.26302634216492,149.99999999999991,negsub
113_28,113,28,ma~S,75,201.7252950479221,105.42576351975137,380,negsub
113_29,113,29,pER,5,281.74884647963466,217.51850578434892,116.56831352579614,negsub
113_29,113,29,sOn,15,267.51800581289933,234.8058982376428,208.76315195269078,negsub
113_29,113,29,n@,25,234.8058982376428,223.22462108427712,89.99999999999997,negsub
113_29,113,29,li,35,223.22462108427712,202.9885562031167,100.00000000000003,negsub
113_29,113,29,sa,45,240.24237031509028,206.60305348718512,189.99999999999994,negsub
113_29,113,29,a~,55,206.60305348718512,194.0980084922947,90.00000000000009,negsub
113_29,113,29,Ze,65,200.7273370769448,196.09255632281406,130,negsub
113_29,113,29,ne,75,208.2625198872907,194.335602374092,139.99999999999991,negsub
113_29,113,29,Ral,85,253.59486207291081,182.53075660345607,240,negsub
119_12,119,12,pER,5,479.01141509518766,236.5439173838203,134.48882666482237,dn
119_12,119,12,sOn,15,469.4263455345126,266.3316457409054,171.18627237397052,dn
119_12,119,12,n@,25,266.3316457409054,237.32709589215816,70,dn
119_12,119,12,fE,35,237.32709589215816,214.8324269819181,150.00000000000003,dn
119_12,119,12,Rje~,45,255.23222853551482,205.144483849547,219.99999999999997,dn
119_12,119,12,se,55,253.55063842370083,217.53750961519913,140,dn
