rowLabel	NormalizedTime	F0
_	1	190.46991039724603
_	2	190.46991039724603
_	3	190.46991039724603
_	4	190.46991039724603
_	5	190.46991039724605
_	6	190.46991039724608
_	7	190.46991039724608
_	8	190.46991039724608
_	9	190.46991039724605
_	10	190.46991039724605
Zy	11	190.46991039724605
Zy	12	190.46991039724605
Zy	13	190.46991039724605
Zy	14	190.46991039724605
Zy	15	190.46991039724605
Zy	16	190.46991039724605
Zy	17	190.46991039724605
Zy	18	190.46991039724605
Zy	19	190.55083139548034
Zy	20	189.95902230319194
lje~	21	187.7508106415996
lje~	22	186.27195638913668
lje~	23	187.6784226949116
lje~	24	193.02561717044085
lje~	25	199.70902733891916
lje~	26	205.13530059412744
lje~	27	207.77956987994673
lje~	28	209.14614217923787
lje~	29	210.5663909489639
lje~	30	213.0785966757608
n@	31	216.53387832592196
n@	32	218.4661791418944
n@	33	219.54779609580413
n@	34	219.58835703323794
n@	35	218.35673751076828
n@	36	215.8347122536807
n@	37	212.5523407446941
n@	38	208.5153671180002
n@	39	204.1082734543493
n@	40	199.77123913597492
mE	41	195.5834245533505
mE	42	189.57532129233718
mE	43	184.87939380406013
mE	44	181.47036166187635
mE	45	179.09289093975218
mE	46	177.01570702102916
mE	47	174.69261595120426
mE	48	172.15741533643683
mE	49	169.69632362664186
mE	50	167.6605969393342
Rje~	51	165.57337863059576
Rje~	52	161.61701787157062
Rje~	53	166.3884712865307
Rje~	54	173.34156726893758
Rje~	55	175.47295354779135
Rje~	56	174.88316045844294
Rje~	57	179.9968135071676
Rje~	58	191.36688759642428
Rje~	59	198.78441675959778
Rje~	60	205.77037284689376
d@	61	203.17691924657672
d@	62	195.358970757588
d@	63	188.29678637171142
d@	64	185.32091274227346
d@	65	187.5173868313292
d@	66	192.06356087709787
d@	67	194.93551175419088
d@	68	193.38611115890785
d@	69	188.1705493250941
d@	70	181.373315933691
ko	71	176.51412013674232
ko	72	176.04455131998844
ko	73	179.87302019637264
ko	74	184.7680617402942
ko	75	189.66310328421577
ko	76	194.49686167250258
ko	77	196.458118080236
ko	78	193.36085908336904
ko	79	185.3176456725046
ko	80	178.54130326251402
te	81	175.93896740359267
te	82	177.41500546581227
te	83	180.1560099042919
te	84	183.11015563039584
te	85	186.0643013564998
te	86	188.74997891756078
te	87	190.5855402907806
te	88	190.94697718632952
te	89	188.11424232511789
te	90	182.65351364635742
puR	91	177.60357317692805
puR	92	176.76028084362025
puR	93	179.1316473639496
puR	94	181.54352878044708
puR	95	183.94341703479233
puR	96	183.52530915838267
puR	97	176.12758652852352
puR	98	167.81393982182522
puR	99	164.16251946168367
puR	100	160.8690912963192
lav	101	156.75787349255455
lav	102	155.7591442369851
lav	103	154.6605009710402
lav	104	153.44707769577667
lav	105	152.638129644596
lav	106	152.00999882183382
lav	107	151.14482504877438
lav	108	150.10514224640315
lav	109	149.43620986674037
lav	110	149.27362828647352
niR	111	149.26925580708206
niR	112	149.2721732736363
niR	113	147.54541238006098
niR	114	138.14706308571607
niR	115	124.58343741054654
niR	116	121.23337586670687
niR	117	121.23337586670687
niR	118	121.23337586670687
niR	119	121.23337586670687
niR	120	121.23337586670687
_	121	121.23337586670687
_	122	121.23337586670687
_	123	121.23337586670687
_	124	121.23337586670687
_	125	121.23337586670687
_	126	121.23337586670687
_	127	121.23337586670687
_	128	121.23337586670687
_	129	121.23337586670687
_	130	121.23337586670687
