rowLabel	NormalizedTime	F0
_	1	192.4245052401522
_	2	192.4245052401522
_	3	192.4245052401522
_	4	192.4245052401522
_	5	192.4245052401522
_	6	192.4245052401522
_	7	192.4245052401522
_	8	192.42450524015223
_	9	192.42450524015223
_	10	192.42450524015226
pER	11	192.42450524015226
pER	12	192.22436379215586
pER	13	191.7395044617321
pER	14	190.85041924366269
pER	15	189.19474747080122
pER	16	186.6175917367171
pER	17	183.3555958792348
pER	18	179.65166276636856
pER	19	176.02909526139555
pER	20	173.68922255165097
sOn	21	172.7474494983772
sOn	22	178.73739228910986
sOn	23	187.23007830182001
sOn	24	195.82375599657954
sOn	25	204.0489641524109
sOn	26	209.89715878096266
sOn	27	210.0593775399273
sOn	28	207.86495664892644
sOn	29	211.25276815829073
sOn	30	216.99719011490956
n@	31	220.2144343965684
n@	32	220.62325005402985
n@	33	220.51925505006702
n@	34	219.9033975435495
n@	35	218.73332395866055
n@	36	217.05350033609676
n@	37	215.08613729482417
n@	38	212.6786857465242
n@	39	209.77748974745418
n@	40	206.36863365681882
ma~Z	41	202.4859617599529
ma~Z	42	195.74385454184295
ma~Z	43	190.215819216806
ma~Z	44	186.70331072720668
ma~Z	45	185.22764018714176
ma~Z	46	184.43351998539958
ma~Z	47	182.80209213645048
ma~Z	48	180.31009619422335
ma~Z	49	179.30401024679804
ma~Z	50	180.63242800007689
sa	51	183.36103147532884
sa	52	186.07039429962543
sa	53	188.77975712392208
sa	54	191.4891199482187
sa	55	194.19848277251532
sa	56	196.88450791048052
sa	57	198.7407494895102
sa	58	199.11857442567987
sa	59	197.8469361303578
sa	60	196.17024660568265
l@	61	194.66099695865535
l@	62	193.91745292509933
l@	63	192.97811660360495
l@	64	191.8130489133265
l@	65	190.17465830606665
l@	66	187.9872560975216
l@	67	185.49134122177182
l@	68	182.77315627929536
l@	69	179.82992518372154
l@	70	177.68066748043927
swaR	71	184.11333471947583
swaR	72	353.9468585461515
swaR	73	467.00814857416873
swaR	74	370.1292473577553
swaR	75	142.18279647264976
swaR	76	81.07467161781312
swaR	77	81.43084947113124
swaR	78	81.4308510936617
swaR	79	81.4308510936617
swaR	80	81.4308510936617
_	81	81.4308510936617
_	82	81.4308510936617
_	83	81.4308510936617
_	84	81.4308510936617
_	85	81.4308510936617
_	86	81.4308510936617
_	87	81.4308510936617
_	88	81.4308510936617
_	89	81.43085109366169
_	90	81.43085109366169
