subj,trial,syll,series,raw_f0
117,25,le,66,214.6107929071052
117,25,le,67,216.98538489933242
117,25,le,68,220.67610212119445
117,25,le,69,225.27087365644445
117,25,fEt,70,231.92405388268136
117,25,fEt,71,231.92405388268136
117,25,fEt,72,231.92405388268136
117,25,fEt,73,231.92405388268136
117,25,fEt,74,231.92405388268136
117,25,fEt,75,231.92405388268136
117,25,fEt,76,231.92405388268136
117,25,fEt,77,231.92405388268136
117,25,fEt,78,231.92405388268136
117,25,fEt,79,231.92405388268136
111,25,pER,0,249.4011831214641
111,25,pER,1,251.68182369270713
111,25,pER,2,254.38012379838668
111,25,pER,3,256.7017448869102
111,25,pER,4,257.8668172442145
111,25,pER,5,258.0684445483648
111,25,pER,6,258.3780144924428
111,25,pER,7,259.52618908702556
111,25,pER,8,261.8936398028821
111,25,pER,9,265.3546460230957
111,25,sOn,10,270.8694836439766
111,25,sOn,11,281.7745389278736
111,25,sOn,12,293.2086629552873
111,25,sOn,13,303.936310120561
111,25,sOn,14,306.46599047136783
111,25,sOn,15,295.0292211351565
111,25,sOn,16,278.8046218251022
111,25,sOn,17,263.141147203512
111,25,sOn,18,248.79783433798008
111,25,sOn,19,232.69402774924626
111,25,nEm,30,212.26247299094805
111,25,nEm,31,199.4941180579199
111,25,nEm,32,189.25576115298696
111,25,nEm,33,184.1176639617419
111,25,nEm,34,185.3803757021253
111,25,nEm,35,188.5230708087978
111,25,nEm,36,189.88925391563433
111,25,nEm,37,191.51311405647814
111,25,nEm,38,196.53513445467343
111,25,nEm,39,205.22214389339607
111,25,lo,40,218.81982013038078
111,25,lo,41,223.89720889055707
111,25,lo,42,228.181759247466
111,25,lo,43,230.85910462155402
111,25,lo,44,230.26920978026192
111,25,lo,45,225.94081013975438
111,25,lo,46,218.0704935223547
111,25,lo,47,207.5958901028094
111,25,lo,48,195.79220047350444
111,25,lo,49,184.43202969752653
111,25,da~,50,173.63363273000613
111,25,da~,51,164.07615054058257
111,25,da~,52,153.91743073458144
111,25,da~,53,143.1370392726408
111,25,da~,54,131.88455785703496
111,25,da~,55,120.68753462680475
111,25,da~,56,110.77110482369366
111,25,da~,57,103.04695993821497
111,25,da~,58,98.22356549706191
111,25,da~,59,95.9665065105306
111,25,le,60,95.2469618845163
111,25,le,61,95.16013972167572
111,25,le,62,95.0585958622676
111,25,le,63,94.98711287666127
111,25,le,64,94.94566936250645
111,25,le,65,94.93255963462029
111,25,le,66,94.93249744626584
111,25,le,67,94.93249744626584
111,25,le,68,94.93249744626584
111,25,le,69,94.93249744626584
111,25,fEt,70,94.93249744626584
111,25,fEt,71,94.93249744626584
111,25,fEt,72,94.93249744626584
111,25,fEt,73,94.93249744626584
111,25,fEt,74,94.93249744626584
111,25,fEt,75,94.93249744626584
111,25,fEt,76,94.93249744626584
111,25,fEt,77,94.93249744626584
111,25,fEt,78,94.93249744626584
111,25,fEt,79,94.93249744626584
111,12,pER,0,242.5707154540948
111,12,pER,1,242.34833783890141
111,12,pER,2,241.83931913969286
111,12,pER,3,241.12428049136378
111,12,pER,4,240.4799346460844
111,12,pER,5,240.12443556754923
111,12,pER,6,240.42954379036104
111,12,pER,7,241.5107928163976
111,12,pER,8,243.19413222260354
111,12,pER,9,245.27666345472343
111,12,sOn,10,249.49842057378177
111,12,sOn,11,255.08997758300887
111,12,sOn,12,261.3196583457429
111,12,sOn,13,267.6860799127998
111,12,sOn,14,274.336065237783
111,12,sOn,15,280.5953298418861
111,12,sOn,16,282.3540108826272
111,12,sOn,17,278.1172456985796
111,12,sOn,18,271.93414428141546
111,12,sOn,19,265.50805623845645
111,12,n@,20,255.7893705878851
111,12,n@,21,249.01495285441868
111,12,n@,22,241.08539508376538
111,12,n@,23,232.5729971028398
111,12,n@,24,224.43373346522017
111,12,n@,25,217.21934301117795
111,12,n@,26,211.17055769683
111,12,n@,27,206.50375596651855
111,12,n@,28,203.38325191512067
111,12,n@,29,201.45278299005497
111,12,fE,30,200.54573483524177
111,12,fE,31,200.39435823364923
111,12,fE,32,200.72743887518584
111,12,fE,33,201.2746439341301
111,12,fE,34,201.8392132299862
111,12,fE,35,202.4037825258423
111,12,fE,36,202.67812736258233
111,12,fE,37,201.12624509580723
111,12,fE,38,196.25723213769257
111,12,fE,39,189.5606094862524
111,12,Rje~,40,183.9078564514128
111,12,Rje~,41,179.51066442479194
111,12,Rje~,42,171.96415913473513
111,12,Rje~,43,160.20064741293837
111,12,Rje~,44,149.39024294491855
111,12,Rje~,45,143.7486110892899
111,12,Rje~,46,142.20350666694256
111,12,Rje~,47,142.95882326331224
111,12,Rje~,48,146.24297787802757
111,12,Rje~,49,152.00450765133883
111,12,se,50,158.2454975141367
111,12,se,51,161.96273881959894
111,12,se,52,164.47827517304574
111,12,se,53,166.42522006395734
111,12,se,54,168.39395498003023
111,12,se,55,170.3626898961031
111,12,se,56,172.24348025556557
111,12,se,57,173.61931134143975
111,12,se,58,174.20096614355282
111,12,se,59,173.8454372974742
111,12,ZuR,60,173.1473957713406
111,12,ZuR,61,172.53055998978152
111,12,ZuR,62,172.24744741352143
