rowLabel	NormalizedTime	F0
_	1	219.08038126581584
_	2	219.08038126581584
_	3	219.0803812658159
_	4	219.0803812658159
_	5	219.0803812658159
_	6	219.0803812658159
_	7	219.0803812658159
_	8	219.0803812658159
_	9	219.0803812658159
_	10	219.0803812658159
pER	11	219.0803812658159
pER	12	218.52389927036813
pER	13	217.42838807805856
pER	14	216.24238715593907
pER	15	217.23219698771163
pER	16	227.2587115032402
pER	17	259.81232273319887
pER	18	316.9892914876715
pER	19	389.50482301713845
pER	20	453.7188437970084
sOn	21	495.48671995178205
sOn	22	465.30643327002787
sOn	23	409.9513795059778
sOn	24	351.8159568531231
sOn	25	299.64273651672585
sOn	26	266.272115083224
sOn	27	254.96828303862046
sOn	28	253.39476085467072
sOn	29	252.67101114322506
sOn	30	250.33342644447112
nEm	31	242.48554989345251
nEm	32	208.07525032676892
nEm	33	148.45749268515723
nEm	34	111.0266244913588
nEm	35	123.00654751729125
nEm	36	166.91572507193422
nEm	37	194.49627887575107
nEm	38	197.61484131813683
nEm	39	196.62981057509938
nEm	40	196.79481143850276
lo	41	199.88491686138047
lo	42	204.54240584242874
lo	43	210.98699144867768
lo	44	219.49177172782697
lo	45	230.1489570530135
lo	46	242.44364695471606
lo	47	254.68117685915485
lo	48	264.03078203184816
lo	49	267.6573171942669
lo	50	264.8468648214981
da~	51	255.97070828665176
da~	52	243.94054586231863
da~	53	231.84678273523437
da~	54	222.47333314112313
da~	55	215.24782834821224
da~	56	208.3080689638474
da~	57	201.37615717273243
da~	58	195.88183261810696
da~	59	192.52839157289458
da~	60	190.7595719008259
le	61	189.52663198058252
le	62	188.60803362642687
le	63	187.57075887374955
le	64	186.53657663704092
le	65	185.64857348203574
le	66	185.07719800297983
le	67	184.93642951340018
le	68	185.2244502775359
le	69	185.8223908062988
le	70	186.5630407864877
fEt	71	187.41887400498496
fEt	72	188.94296183255844
fEt	73	189.0077305391728
fEt	74	189.0077305391728
fEt	75	189.0077305391728
fEt	76	189.0077305391728
fEt	77	189.0077305391728
fEt	78	189.0077305391728
fEt	79	189.0077305391728
fEt	80	189.0077305391728
_	81	189.0077305391728
_	82	189.0077305391728
_	83	189.0077305391728
_	84	189.0077305391728
_	85	189.0077305391728
_	86	189.0077305391728
_	87	189.0077305391728
_	88	189.0077305391728
_	89	189.0077305391728
_	90	189.0077305391728
