rowLabel	NormalizedTime	F0
_	1	227.03861788945207
_	2	227.03865593465105
_	3	227.03869397985002
_	4	227.03749665610792
_	5	227.02888711871918
_	6	227.02027758133048
_	7	227.01277384921084
_	8	227.00803463026398
_	9	227.0032954113171
_	10	227.00188570227797
nO	11	227.00491533978246
nO	12	227.14532589650824
nO	13	227.70307783378797
nO	14	229.01536131462043
nO	15	231.31395105440998
nO	16	234.37009244462527
nO	17	237.74383225109625
nO	18	240.61723769830945
nO	19	242.94635218808148
nO	20	244.6867459946381
El	21	246.77977113932468
El	22	247.63256715595008
El	23	248.77261356579862
El	24	250.17184163830902
El	25	251.58315532894525
El	26	252.77919301445576
El	27	253.70047265042132
El	28	254.59696191226132
El	29	254.9946078732189
El	30	254.63410733861497
nEm	31	253.2361653116134
nEm	32	249.61772474433
nEm	33	245.16778115922875
nEm	34	240.73365015934087
nEm	35	236.39469561749866
nEm	36	231.48910535506818
nEm	37	226.453360054064
nEm	38	221.96737968619175
nEm	39	218.0185607906407
nEm	40	214.81861719574465
Rje~	41	213.55598830704784
Rje~	42	217.76391931176477
Rje~	43	224.52381967956936
Rje~	44	229.1761581786203
Rje~	45	233.2339200512576
Rje~	46	237.29168192389494
Rje~	47	241.93444198372632
Rje~	48	249.54154658995765
Rje~	49	257.4351842520163
Rje~	50	260.48410883988777
a~	51	259.70303313505497
a~	52	258.53586665234377
a~	53	256.9541658194927
a~	54	254.9624580377465
a~	55	252.64184122815178
a~	56	250.14998383155665
a~	57	247.67271405750182
a~	58	245.3843315128603
a~	59	243.43979047419515
a~	60	241.90246795534628
s@	61	239.7795334603478
s@	62	238.62111474935034
s@	63	237.38482096751557
s@	64	236.05100026787667
s@	65	234.7171795682378
s@	66	233.38335886859895
s@	67	232.000857525961
s@	68	229.76251762657128
s@	69	225.4057394065341
s@	70	219.58553388159316
mO	71	215.40041539535437
mO	72	214.87075158927726
mO	73	215.64400608986432
mO	74	216.22510641584367
mO	75	215.868887830196
mO	76	214.73296440497248
mO	77	213.20512296774203
mO	78	211.39047476259822
mO	79	209.47045788808853
mO	80	207.41520318510226
ma~	81	205.13989015311077
ma~	82	201.39610149709753
ma~	83	195.68207167173452
ma~	84	187.7945713431214
ma~	85	179.74176866252452
ma~	86	172.08874360673028
ma~	87	159.61884195489574
ma~	88	138.88297708359588
ma~	89	115.67177756310102
ma~	90	99.04973996885332
_	91	92.00935684353298
_	92	90.86410796212976
_	93	90.86410796212976
_	94	90.86410796212976
_	95	90.86410796212976
_	96	90.86410796212976
_	97	90.86410796212976
_	98	90.86410796212976
_	99	90.86410796212976
_	100	90.86410796212976
