rowLabel	NormalizedTime	F0
pER	1	255.33074924306734
pER	2	255.33074924306737
pER	3	255.3307492430674
pER	4	255.33074924306743
pER	5	255.3307492430674
pER	6	255.3307492430674
pER	7	255.3307492430674
pER	8	255.3307492430674
pER	9	255.3307492430674
pER	10	255.3307492430674
pER	11	255.3307492430674
pER	12	255.3307492430674
pER	13	255.3307492430674
pER	14	255.3307492430674
pER	15	255.3307492430674
pER	16	255.3307492430674
pER	17	255.3307492430674
pER	18	255.3307492430674
pER	19	255.3307492430674
pER	20	255.3307492430674
sOn	21	255.3307492430674
sOn	22	255.3307492430674
sOn	23	255.3307492430674
sOn	24	255.3307492430674
sOn	25	255.3307492430674
sOn	26	254.67810708930168
sOn	27	252.57034738873082
sOn	28	249.778824869649
sOn	29	247.39300545315234
sOn	30	244.72165379885507
n@	31	240.65879796582598
n@	32	238.32235783274157
n@	33	236.13033120820612
n@	34	234.1434460660473
n@	35	232.1938697807745
n@	36	230.04947558491318
n@	37	227.23296881348062
n@	38	223.23963225512287
n@	39	217.51861199722305
n@	40	210.06309042829128
di	41	201.8897060049964
di	42	192.8832317069697
di	43	187.56166508921189
di	44	185.89554778561703
di	45	186.17862389346243
di	46	186.75955121800655
di	47	187.34162760624076
di	48	187.923703994475
di	49	188.5057803827093
di	50	189.08785677094352
Rje~	51	189.66993315917773
Rje~	52	190.7509321658985
Rje~	53	191.83193117261922
Rje~	54	192.91231800894474
Rje~	55	196.3758578517957
Rje~	56	210.87766222655347
Rje~	57	226.26322343492174
Rje~	58	234.3063980257256
Rje~	59	239.04057065796405
Rje~	60	238.58380701999187
pa~	61	234.11324346555497
pa~	62	233.6403130395057
pa~	63	235.0942225231031
pa~	64	237.79875230139035
pa~	65	240.52706593115647
pa~	66	242.91222872065742
pa~	67	242.35770394954724
pa~	68	235.08543427734293
pa~	69	222.3910008343737
pa~	70	210.25271540950516
da~	71	201.71544479064997
da~	72	198.5772446535685
da~	73	196.75263309839593
da~	74	195.83029605563692
da~	75	195.39510386356002
da~	76	195.2319237072713
da~	77	195.21331796544808
da~	78	195.1955555478786
da~	79	195.0057213831039
da~	80	194.4886938815411
le	81	193.37631436772844
le	82	191.49112493205118
le	83	188.7112185926961
le	84	184.98522441064534
le	85	180.69306303590747
le	86	176.19135754038695
le	87	172.2052757564961
le	88	169.53168805690245
le	89	168.78220150099708
le	90	170.45724418770948
Re	91	174.204460552601
Re	92	181.01251987454114
Re	93	188.52094946567533
Re	94	195.60441738332096
Re	95	200.75948627911086
Re	96	203.26652676107486
Re	97	202.80409794286743
Re	98	201.48922035712894
Re	99	199.69382699104602
Re	100	197.3842930424822
y	101	194.40983923580984
y	102	193.69328666523919
y	103	192.97673409466847
y	104	192.26018152409776
y	105	191.50297193302075
y	106	190.72543383169054
y	107	189.94789573036027
y	108	189.14592814316345
y	109	188.29510158423355
y	110	187.44427502530363
njo~	111	186.59344846637367
njo~	112	181.181025507779
njo~	113	175.98859262391073
njo~	114	172.04183035537258
njo~	115	170.04248591415814
njo~	116	169.41812384883795
njo~	117	169.3409583634475
njo~	118	169.3409583634475
njo~	119	169.3409583634475
njo~	120	169.3409583634475
_	121	169.3409583634475
_	122	169.3409583634475
_	123	169.3409583634475
_	124	169.3409583634475
_	125	169.3409583634475
_	126	169.3409583634475
_	127	169.3409583634475
_	128	169.3409583634475
_	129	169.3409583634475
_	130	169.3409583634475
